period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer1,tot1,nx1,ex1,im1,exrate1,texrate1,mktpen1,tau1,ntb1,rer2,tot2,nx2,ex2,im2,exrate2,texrate2,mktpen2,tau2,ntb2
0,100.0000018034130704,100.0000018034130989,189.2068176380424234,15.5396596837991439,1.4815692381031789,84.4603421196139408,31.4770339585462402,0.0000000000000000,4223.0170852261162509,0.0000000000000000,0.0000000000000000,1.0000000029528471,1.0000000014261712,1.0975553201237105,14.8334536385370495,13.7358983184133390,0.5448322661549319,0.5500000014942342,0.2523659247338807,0.0000000000000000,0.0000000000000000,0.9999999981243235,1.0000000143946981,-1.0975557741171098,15.5034807826002545,16.6010365567173643,0.4329285589113303,0.4299999890007554,0.2212575901903010,0.0000000000000000,0.0000000000000000
1,100.0000016475628257,100.0000016475628257,189.2068177910621785,15.5396596791886470,1.4815692420454867,84.4603419683741805,31.4744945370092566,0.0000000000000000,4223.0170872679218519,0.0000000000000000,0.0000000000000000,1.0000000014187049,1.0000000000214317,1.0975552747585127,14.8334532970697506,13.7358980223112379,0.5448322661549331,0.5500000009280713,0.2523659242994589,0.0000000000000000,0.0000000000000000,0.9999999989178647,1.0000000135777019,-1.0975556756317353,15.5034808355812324,16.6010365112129676,0.4329285589113304,0.4299999906858312,0.2212575911764738,0.0000000000000000,0.0000000000000000
2,100.0000016258886291,100.0000016258886006,189.2068177524514567,15.5396596259059230,1.4815692413803490,84.4603419999827025,31.4719053830833175,0.0000000000000000,4223.0170863452676713,0.0000000000000000,0.0000000000000000,1.0000000023798610,1.0000000011821379,1.0975552642296087,14.8334532290817300,13.7358979648521213,0.5448322661549325,0.5500000016340194,0.2523659248152206,0.0000000000000000,0.0000000000000000,0.9999999982022355,1.0000000113183012,-1.0975555877831802,15.5034809815355636,16.6010365693187438,0.4329285589113296,0.4299999897267823,0.2212575907038777,0.0000000000000000,0.0000000000000000
3,100.0000016999809702,100.0000016999809702,189.2068178288783145,15.5396596611936406,1.4815692426295390,84.4603420387873314,31.4692655425869035,0.0000000000000000,4223.0170903015823569,0.0000000000000000,0.0000000000000000,1.0000000022870972,0.9999999973289664,1.0975554907763669,14.8334534390981698,13.7358979483218029,0.5448322661549320,0.5500000013994618,0.2523659246105308,0.0000000000000000,0.0000000000000000,0.9999999991967045,1.0000000158878350,-1.0975558097781608,15.5034808864674964,16.6010366962456573,0.4329285589113295,0.4299999905194614,0.2212575911445660,0.0000000000000000,0.0000000000000000
4,99.6932440858027888,99.6932440858027604,188.8929969615243181,15.5486149959199409,1.4864907036682005,84.1446290898828551,31.4665740451832825,0.0000000000000000,4223.0170907302390333,0.0000000000000000,0.0000000000000000,1.0003581977473546,0.9989048303883323,1.2065337544361974,14.8767740763109693,13.6702403218747719,0.5448322661549326,0.5506172785642145,0.2527606930927461,0.0000000000000000,0.0000000000000000,1.0004998384281347,0.9986190865881184,-0.9397936224498675,15.5688971048884159,16.5086907273382835,0.4329285589113301,0.4308237996418888,0.2218101527605884,0.0000000000000000,0.0000000000000000
5,99.6957347714985076,99.6957347714985076,188.8968137050986229,15.5513556346304203,1.4862830758383763,84.1443791368680820,31.4661624839746139,0.0000000000000000,4223.0170890442541349,0.0000000000000000,0.0000000000000000,1.0003446957921354,0.9988881215637246,1.2061618742656925,14.8760637319129074,13.6699018576472149,0.5448322661549319,0.5506006159945940,0.2527780361540371,0.0000000000000000,0.0000000000000000,1.0004805465642195,0.9986064036291973,-0.9406475209386720,15.5682493628860676,16.5088968838247396,0.4329285589113298,0.4308038749340828,0.2218425799711490,0.0000000000000000,0.0000000000000000
6,99.6995180695138146,99.6995180695138146,188.9021562043082554,15.5552226811833485,1.4860892008405249,84.1442953883304625,31.4657445835848826,0.0000000000000000,4223.0170924251633551,0.0000000000000000,0.0000000000000000,1.0003396129975479,0.9988707169787127,1.2062805808776194,14.8750243482301769,13.6687437673525576,0.5448322661549322,0.5505936475670634,0.2527237077335477,0.0000000000000000,0.0000000000000000,1.0004726766822483,0.9986270747797998,-0.9428926717288810,15.5677123166346121,16.5106049883634931,0.4329285589113302,0.4307968856744493,0.2218369108809183,0.0000000000000000,0.0000000000000000
7,99.7000919312775835,99.7000919312775835,188.9078281116866549,15.5565540541565106,1.4836853420864580,84.1435378771210623,31.4653189783911635,0.0000000000000000,4223.0170858735737056,0.0000000000000000,0.0000000000000000,1.0002856226163688,0.9985375851802798,1.2195041520865804,14.8622239359981467,13.6427197839115664,0.5448322661549337,0.5506510627489941,0.2520392811272172,0.0000000000000000,0.0000000000000000,1.0004250699745845,0.9987626844632844,-0.9559089338208295,15.5650729450769845,16.5209818788978140,0.4329285589113304,0.4308617227804705,0.2218002353264347,0.0000000000000000,0.0000000000000000
8,99.4899344260143152,99.4899344260143152,188.7591311510693686,15.3885131890026639,1.4420423441365506,84.1014212370116638,31.4648905401998249,0.0000000000000000,4223.0170941675041831,0.0000000000000000,0.0000000000000000,0.9979287086051110,0.9894353638111579,1.4352420325363511,13.6243913044464637,12.1891492719101127,0.5448322661549326,0.5350758924412515,0.2427184817818758,0.0000000000000000,0.0217700000000000,0.9980149653597610,1.0004307154148206,-1.2501452024765793,15.4966733691599874,16.7468185716365667,0.4329285589113302,0.4308765459441080,0.2218822686699742,0.0000000000000000,0.0000000000000000
9,99.4892777072107322,99.4892777072107606,188.7406136987677030,15.3903836888179892,1.4421383114344026,84.0988940183927411,31.4647680523363640,0.0000000000000000,4223.0170936627928313,0.0000000000000000,0.0000000000000000,0.9978076951176272,0.9891406342038119,1.4412553224340581,13.6039601464231659,12.1627048239891078,0.5448322661549323,0.5349938798549936,0.2419188905723795,0.0000000000000000,0.0217700000000000,0.9978851915083288,1.0007139366057238,-1.2775135377178657,15.4859092984047173,16.7634228361225830,0.4329285589113298,0.4307880048679984,0.2218328836534257,0.0000000000000000,0.0000000000000000
