period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer1,tot1,nx1,rex1,rim1,exrate1,mktpen1,tau1,ntb1,rer2,tot2,nx2,rex2,rim2,exrate2,mktpen2,tau2,ntb2
0,100.0000015639164985,100.0000015639164985,189.2068174093024595,15.5396596531607170,0.0000000000000000,84.4603419107557727,1.6499447223466888,0.0000000000000000,4223.0170870257325078,0.0000000000000000,0.0000000000000000,1.0000000018784136,0.9999999990907926,1.0975554274154131,14.8334534145926789,13.7358979871772657,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999976565980,1.0000000073414801,-1.0975558237086833,15.5034808464078377,16.6010366701165211,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
1,100.0000015658326049,100.0000015658326049,189.2068174586217708,15.5396596403596110,0.0000000000000000,84.4603419254729886,1.6498223785030701,0.0000000000000000,4223.0170883419168604,0.0000000000000000,0.0000000000000000,1.0000000019068638,0.9999999990581490,1.0975554335024178,14.8334534233521005,13.7358979898496827,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999978528556,1.0000000071179651,-1.0975557827325400,15.5034808709681240,16.6010366537006639,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
2,100.0000015679693917,100.0000015679693917,189.2068175038480717,15.5396596288492823,0.0000000000000000,84.4603419391201129,1.6496976064670348,0.0000000000000000,4223.0170895616411144,0.0000000000000000,0.0000000000000000,1.0000000019325774,0.9999999990286397,1.0975554390065891,14.8334534313137070,13.7358979923071178,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999980296772,1.0000000069165809,-1.0975557458185161,15.5034808931616919,16.6010366389802080,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
3,100.0000015702843683,100.0000015702843683,189.2068175453457002,15.5396596185008882,0.0000000000000000,84.4603419517834908,1.6495703584258246,0.0000000000000000,4223.0170906927460237,0.0000000000000000,0.0000000000000000,1.0000000019558117,0.9999999990019708,1.0975554439828024,14.8334534385519596,13.7358979945691573,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999981889816,1.0000000067351422,-1.0975557125653292,15.5034809132188531,16.6010366257841824,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
4,99.7277405178553664,99.7277405178544996,188.9345565285675548,15.5199383705967744,0.0000000000000000,84.2078021472585903,1.6494405856404508,0.0000000000000000,4223.0170917423656647,0.0000000000000000,0.0000000000000000,1.0004029605430158,0.9995145413682529,1.2002718893038029,14.8843166460534135,13.6772916879975615,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0005476612846707,0.9993550606156762,-0.9453638250408183,15.5764292306907244,16.5112241500841108,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
5,99.7267951732996352,99.7267951732982425,188.9313466404904887,15.5191411828367691,0.0000000000000000,84.2076539904628731,1.6494067652479472,0.0000000000000000,4223.0170927170402138,0.0000000000000000,0.0000000000000000,1.0003993212281319,0.9995189163556903,1.1997090920429692,14.8838046568465021,13.6774034486336173,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0005421441237137,0.9993615243072231,-0.9462268097959932,15.5758438564895521,16.5116076201893414,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
6,99.7255803974414761,99.7255803974406092,188.9279115643477667,15.5180674563322540,0.0000000000000000,84.2075129411092149,1.6493723278532992,0.0000000000000000,4223.0170936227023049,0.0000000000000000,0.0000000000000000,1.0003961260143179,0.9995227579030188,1.1992521492021986,14.8833480213925675,13.6774572897951003,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0005373357256215,0.9993671592934341,-0.9468976642173281,15.5753591046963393,16.5118860380195684,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
7,99.7240673136843583,99.7240673136835767,188.9241880051698956,15.5166910448802415,0.0000000000000000,84.2073762688041114,1.6493372583856492,0.0000000000000000,4223.0170944648143632,0.0000000000000000,0.0000000000000000,1.0003933400847527,0.9995261078831517,1.1988971606161076,14.8829410006021625,13.6774519562801320,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0005331867308835,0.9993720235193775,-0.9473806541601881,15.5749701541828749,16.5120597974196173,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
8,99.5481615275525797,99.5481615273882596,188.7460462058375015,15.4090765482118943,0.0000000000000000,84.1390849793406943,1.6493015425435420,0.0000000000000000,4223.0170952483467772,0.0000000000000000,0.0000000000000000,0.9989898425321873,0.9954012056004100,1.2753918947147191,13.1495419948150172,11.8393056743353160,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0217700000000000,0.9989906689038788,0.9994659794171334,-1.1240554418835256,15.5637009469276126,16.6805724567670808,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
9,99.5504947672601759,99.5504947670947899,188.7339058257782085,15.4139775749665073,0.0000000000000000,84.1365171922936668,1.6492918566965244,0.0000000000000000,4223.0170959778542965,0.0000000000000000,0.0000000000000000,0.9989509788560206,0.9954474251747598,1.2687050954753332,13.1449200306319369,11.8418172206550043,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0217700000000000,0.9989418415874308,0.9995233159213072,-1.1343614223354059,15.5572851855255649,16.6854244517194417,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
