period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer1,tot1,nx1,rex1,rim1,exrate1,mktpen1,tau1,ntb1,rer2,tot2,nx2,rex2,rim2,exrate2,mktpen2,tau2,ntb2
0,100.0000015914824871,100.0000015914824871,189.2068174437646917,15.5396596611487627,0.3287009411517834,84.4603419303337262,1.6384200222119909,0.0000000000000000,4223.0170876249185312,0.0000000000000000,0.0000000000000000,1.0000000017164443,0.9999999987210630,1.0975554199765405,14.8334533952410066,13.7358979752644661,0.5500000007248564,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999974447572,1.0000000095439718,-1.0975558110825006,15.5034808938803650,16.6010367049628655,0.4299999893797293,1.0000000000000000,0.0000000000000000,0.0000000000000000
1,100.0000015939687614,100.0000015939687330,189.2068174944381553,15.5396596481535205,0.3287009412445052,84.4603419458152302,1.6380705630920371,0.0000000000000000,4223.0170890106974184,0.0000000000000000,0.0000000000000000,1.0000000017380306,0.9999999986857673,1.0975554248916666,14.8334534032683791,13.7358979783767126,0.5500000007366681,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999976610714,1.0000000092564765,-1.0975557696003317,15.5034809179591573,16.6010366875594890,0.4299999895719026,1.0000000000000000,0.0000000000000000,0.0000000000000000
2,100.0000015966280102,100.0000015966279818,189.2068175409069966,15.5396596364674444,0.3287009413280756,84.4603419601605765,1.6377142683248227,0.0000000000000000,4223.0170902939971711,0.0000000000000000,0.0000000000000000,1.0000000017575379,0.9999999986538795,1.0975554293354914,14.8334534105699980,13.7358979812345066,0.5500000007473608,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999978560106,1.0000000089973848,-1.0975557322213856,15.5034809397249713,16.6010366719463569,0.4299999897450858,1.0000000000000000,0.0000000000000000,0.0000000000000000
3,100.0000015994223048,100.0000015994222764,189.2068175835448471,15.5396596259598443,0.3287009414033959,84.4603419734624623,1.6373510072966777,0.0000000000000000,4223.0170914831915070,0.0000000000000000,0.0000000000000000,1.0000000017751640,0.9999999986250749,1.0975554333528805,14.8334534172136063,13.7358979838607258,0.5500000007570360,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999999980316855,1.0000000087638934,-1.0975556985402655,15.5034809594027543,16.6010366579430197,0.4299999899011533,1.0000000000000000,0.0000000000000000,0.0000000000000000
4,99.5014229806713928,99.5014229806714212,188.7068546665610143,15.5697895441956788,0.3296655315623070,83.9316334364757068,1.6369806470217332,0.0000000000000000,4223.0170925859174531,0.0000000000000000,0.0000000000000000,1.0005994710820916,0.9989485649284204,1.2559258045328026,14.9008154561649278,13.6302500729393792,0.5508774801840740,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0011101175575134,0.9983233484869110,-0.7998249804055515,15.6415316361998045,16.4140117488934365,0.4316260441063124,1.0000000000000000,0.0000000000000000,0.0000000000000000
5,99.5076405288860144,99.5076405288860144,188.7165402894136150,15.5760232907523886,0.3296588230354287,83.9316172381336116,1.6368068401859117,0.0000000000000000,4223.0170936091471958,0.0000000000000000,0.0000000000000000,1.0006052118321833,0.9989446764283137,1.2553757116243585,14.9006410890578991,13.6305731787666549,0.5508682290687295,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0011048113961132,0.9983314719472207,-0.8015339664479075,15.6412861962521657,16.4156062906414846,0.4316162920664234,1.0000000000000000,0.0000000000000000,0.0000000000000000
6,99.5147176068728356,99.5147176068728356,188.7275938854762103,15.5831313694377673,0.3296515419401663,83.9315862374350559,1.6366296015141701,0.0000000000000000,4223.0170945592544740,0.0000000000000000,0.0000000000000000,1.0006103478546191,0.9989422923761484,1.2545002159621497,14.9003391612321696,13.6311146323335208,0.5508563816365590,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0011002789980341,0.9983388538666003,-0.8031996387819440,15.6411359550914568,16.4172404154365381,0.4316066010933639,1.0000000000000000,0.0000000000000000,0.0000000000000000
7,99.5227771392467844,99.5227771392468128,188.7402082390626958,15.5912388830797717,0.3296435672652545,83.9315382561670162,1.6364488696283426,0.0000000000000000,4223.0170954420418639,0.0000000000000000,0.0000000000000000,1.0006149413610195,0.9989414149617384,1.2532777411198310,14.8999012702031735,13.6318876422934370,0.5508416923849846,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0010964848365707,0.9983455702732346,-0.8048439295548437,15.6410811559145557,16.4189375070791677,0.4315968341551807,1.0000000000000000,0.0000000000000000,0.0000000000000000
8,98.5570230949127790,98.5570230949015951,187.8054137506208576,14.9977473911816013,0.3116971236063314,83.5592757037311742,1.6362645828224924,0.0000000000000000,4223.0170962628317284,0.0000000000000000,0.0000000000000000,0.9918006767697499,0.9534967316024320,2.4814487493794983,9.2888882660159489,6.6914773094764355,0.4758038638996464,1.0000000000000000,0.0357662801726000,0.0653100000000000,0.9923866477137768,1.0022592579744707,-1.9468085828725261,15.3932888757639734,17.3918966236469288,0.4303756506993612,1.0000000000000000,0.0000000000000000,0.0000000000000000
9,98.5662747615706252,98.5662747615591854,187.7513521348943755,15.0187683585835785,0.3115574183897337,83.5475064029870538,1.6362215887577722,0.0000000000000000,4223.0170970264871357,0.0000000000000000,0.0000000000000000,0.9915890638991588,0.9538045948444479,2.4575235782396856,9.2735195881386190,6.7009789179408843,0.4756220585637532,1.0000000000000000,0.0357662801726000,0.0653100000000000,0.9921449918817389,1.0025890431820168,-1.9940192941172903,15.3651884030118726,17.4169845035698856,0.4301671994760072,1.0000000000000000,0.0000000000000000,0.0000000000000000
