period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,ex0,im0,exrate0,texrate0,mktpen0,tau0,ntb0,rer1,tot1,nx1,ex1,im1,exrate1,texrate1,mktpen1,tau1,ntb1
0,2283.6422597066248272,2283.6422556762577187,4715.7685316952456560,335.1221374322561246,8.0488185017851031,1948.5201216829163968,38.2062148968919288,0.0000000000000000,97426.0058221084764227,0.0000000000000000,0.0000000000000000,1.0000000017648856,0.9999999858593974,1.0975557453539846,16.6010365410432641,15.5034807956892795,0.0404455581306676,0.0410000013005829,0.1537172130226901,0.0000000000000000,0.0000000000000000,1.0000000047070241,0.9999999837444759,-1.0975533868381717,111.0969842928063969,112.1945376796445686,0.0976467978870235,0.1000000035611496,0.1777091639785155,0.0000000000000000,0.0000000000000000
1,2283.6422596448169315,2283.6422572837695952,4715.7685303400658086,335.1221371369219924,8.0488184239876439,1948.5201221614138376,38.2062136569169510,0.0000000000000000,97426.0058633243170334,0.0000000000000000,0.0000000000000000,1.0000000010338954,0.9999999865583861,1.0975556606540362,16.6010365029579994,15.5034808423039632,0.0404455581306676,0.0410000011853980,0.1537172125025174,0.0000000000000000,0.0000000000000000,1.0000000024689384,0.9999999806797139,-1.0975530524251127,111.0969844331012268,112.1945374855263395,0.0976467978870234,0.1000000027517304,0.1777091626919665,0.0000000000000000,0.0000000000000000
2,2283.6422601285230485,2283.6422562511379510,4715.7685318446892779,335.1221376172488249,8.0488184854282672,1948.5201219422715440,38.2062123919549066,0.0000000000000000,97426.0058461176813580,0.0000000000000000,0.0000000000000000,1.0000000016978949,0.9999999889182192,1.0975555612476242,16.6010365556060648,15.5034809943584406,0.0404455581306676,0.0410000013138375,0.1537172130773973,0.0000000000000000,0.0000000000000000,1.0000000040763837,0.9999999839284163,-1.0975537386338914,111.0969840084906224,112.1945377471245138,0.0976467978870233,0.1000000033542303,0.1777091636189198,0.0000000000000000,0.0000000000000000
3,2283.6422599824231838,2283.6422582780887751,4715.7685315332701066,335.1221377673365396,8.0488184466971848,1948.5201219649775339,38.2062111017796440,0.0000000000000000,97426.0059326426708139,0.0000000000000000,0.0000000000000000,1.0000000007463228,0.9999999842272872,1.0975557963428333,16.6010366901517976,15.5034808938089643,0.0404455581306677,0.0410000011456542,0.1537172125147369,0.0000000000000000,0.0000000000000000,1.0000000030370406,0.9999999834555984,-1.0975539911055989,111.0969834372050826,112.1945374283106815,0.0976467978870236,0.1000000030169339,0.1777091630854197,0.0000000000000000,0.0000000000000000
4,2283.6930616658646613,2283.7733645697999236,4715.8220603988693256,335.1871123201479463,8.0473151089565178,1948.5177353218996359,38.2062097857920691,0.0000000000000000,97426.0059407327353256,0.0000000000000000,0.0000000000000000,0.9999648376212878,1.0000931468971013,1.0869700126427180,16.5949634888693005,15.5079934762265825,0.0404455581306677,0.0409880366309754,0.1536715846074581,0.0000000000000000,0.0000000000000000,0.9999812888276364,1.0000411746484990,-1.1308613513585897,111.0820293168635402,112.2128906682221299,0.0976467978870234,0.0999890487907776,0.1776887418046865,0.0000000000000000,0.0000000000000000
5,2283.6997592774009718,2283.7785819886130412,4715.8363860687331908,335.1928397295341711,8.0473660086522916,1948.5184884489040087,38.2062093794211108,0.0000000000000000,97426.0059036587335868,0.0000000000000000,0.0000000000000000,0.9999654858348205,1.0000940400494960,1.0870677796037249,16.5951143460295967,15.5080465664258718,0.0404455581306676,0.0409884454733004,0.1536704631211513,0.0000000000000000,0.0000000000000000,0.9999827416786322,1.0000407711416905,-1.1306145543428272,111.0820619931952251,112.2126765475380523,0.0976467978870234,0.0999891236079323,0.1776871771281211,0.0000000000000000,0.0000000000000000
6,2283.7070453023829941,2283.7800739528265694,4715.8516428343100415,335.1987163373402723,8.0474480549623060,1948.5190476459542879,38.2062086695792615,0.0000000000000000,97426.0059807272773469,0.0000000000000000,0.0000000000000000,0.9999680229058495,1.0000841964662470,1.0880333984935149,16.5959801546273269,15.5079467561338120,0.0404455581306676,0.0409894908631714,0.1536851507797603,0.0000000000000000,0.0000000000000000,0.9999832595013985,1.0000415343473079,-1.1313728831683392,111.0815281723178600,112.2129010554861992,0.0976467978870234,0.0999892403310531,0.1776863560550496,0.0000000000000000,0.0000000000000000
7,2283.7168870247960513,2283.6889103489502304,4715.8679033461994550,335.1926787599957720,8.0486549890296573,1948.5201019362730221,38.2062077262481310,0.0000000000000000,97426.0058434296515770,0.0000000000000000,0.0000000000000000,1.0000122506510050,0.9999653396940016,1.0994182031488204,16.6051545277659613,15.5057363246171409,0.0404455581306675,0.0410117703153509,0.1538421720806891,0.0000000000000000,0.0000000000000000,0.9999751910761345,1.0000629428777259,-1.1447269712609938,111.0723504143686853,112.2170773856296790,0.0976467978870234,0.1000119428272838,0.1776843447642770,0.0000000000000000,0.0000000000000000
8,2283.5728530235223843,2278.1868643367029108,4715.7008680542421644,334.3173416230050634,8.0664950759074543,1948.4651331185700656,38.2062063506045249,0.0000000000000000,97426.0060271395195741,0.0000000000000000,0.0000000000000000,1.0023641557991281,0.9984893443669535,1.3720880038316938,16.8182627876070114,15.4461747837753176,0.0404455581306676,0.0414563169992714,0.1554711582019219,0.0000000000000000,0.0000000000000000,1.0000150567755177,1.0004060596060989,-1.2602658645371605,110.8478992504757485,112.1081651150129090,0.0976467978870236,0.1000062642421693,0.1777166018600943,0.0000000000000000,0.0000000000000000
9,2283.5367767557031584,2277.8667287536582080,4715.6594269078696016,334.2526113754515791,8.0671802578638907,1948.4521464006579663,38.2062265043868052,0.0000000000000000,97426.0060173928941367,0.0000000000000000,0.0000000000000000,1.0024891921596955,0.9982300474382485,1.3971399142415013,16.8333466417227413,15.4362067274812400,0.0404455581306677,0.0414775376402226,0.1556802407931520,0.0000000000000000,0.0000000000000000,1.0000215526722338,1.0004049301959179,-1.2560844077217865,110.8383470272609941,112.0944314349827806,0.0976467978870236,0.1000078406768335,0.1777235236932498,0.0000000000000000,0.0000000000000000
