period,rgdp,ngdp,k,lp,rva,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer1,tot1,nx1,ex1,im1,exrate1,texrate1,mktpen1,mktpenw1,Z1,tau1,ntb1,rer2,tot2,nx2,ex2,im2,exrate2,texrate2,mktpen2,mktpenw2,Z2,tau2,ntb2
0,100.0000017109392729,100.0000017109392729,258.9943206637630624,41.4390913436313042,76.3314588695052265,189.2068176075752319,15.5396596773761022,1.4815692367578019,84.4603420335631654,1.6492991932400334,0.0000000000000000,4223.0170914826439912,0.0000000000000000,0.0000000000000000,1.0000000018570987,1.0000000002777518,1.0975552999015541,14.8334533982055135,13.7358980983039594,0.5448322661549319,0.5500000007904196,0.2523659241585089,0.4586608248367861,2.1345288669777895,0.0000000000000000,0.0000000000000000,0.9999999979861434,1.0000000133696547,-1.0975557222689520,15.5034808829603978,16.6010366052293499,0.4329285589113303,0.4299999892536224,0.2212575903290088,0.4120202504716865,1.8731590041926383,0.0000000000000000,0.0000000000000000
1,100.0000017043363698,100.0000017043363414,258.9943211013133464,41.4390913423792853,76.3314589109530459,189.2068176490298299,15.5396596676676886,1.4815692369965778,84.4603420366686919,1.6491640415417741,0.0000000000000000,4223.0170932754635942,0.0000000000000000,0.0000000000000000,1.0000000018469752,1.0000000002572826,1.0975553011864605,14.8334534054757849,13.7358981042893245,0.5448322661549314,0.5500000007735100,0.2523659240954295,0.4586608247414760,2.1345288667728584,0.0000000000000000,0.0000000000000000,0.9999999982566707,1.0000000128299886,-1.0975556692563533,15.5034809077313103,16.6010365769876636,0.4329285589113307,0.4299999894999553,0.2212575903082920,0.4120202504824674,1.8731590043860402,0.0000000000000000,0.0000000000000000
2,100.0000017018442975,100.0000017018442975,258.9943215029022099,41.4390913371971052,76.3314589440416995,189.2068176834475253,15.5396596564774665,1.4815692373369009,84.4603420453668434,1.6490262096253558,0.0000000000000000,4223.0170947816695843,0.0000000000000000,0.0000000000000000,1.0000000018355277,1.0000000001611462,1.0975553067530743,14.8334534132664153,13.7358981065133410,0.5448322661549327,0.5500000007367398,0.2523659241960284,0.4586608246971521,2.1345288666283051,0.0000000000000000,0.0000000000000000,0.9999999984624509,1.0000000123595130,-1.0975556256300418,15.5034809349212299,16.6010365605512717,0.4329285589113302,0.4299999896624637,0.2212575904363860,0.4120202505407903,1.8731590046821007,0.0000000000000000,0.0000000000000000
3,100.0000016900352477,100.0000016900352477,258.9943218692055211,41.4390913369055127,76.3314589796695628,189.2068177131055506,15.5396596399245457,1.4815692372747447,84.4603420501107109,1.6488856448000977,0.0000000000000000,4223.0170958072931171,0.0000000000000000,0.0000000000000000,1.0000000017937773,1.0000000002886644,1.0975552972057478,14.8334534165374912,13.7358981193317433,0.5448322661549329,0.5500000007005136,0.2523659238980322,0.4586608246967769,2.1345288665992705,0.0000000000000000,0.0000000000000000,0.9999999985497524,1.0000000115561283,-1.0975555680083176,15.5034809465164152,16.6010365145247327,0.4329285589113306,0.4299999897413060,0.2212575904807686,0.4120202504907967,1.8731590047095021,0.0000000000000000,0.0000000000000000
4,99.9656809581402541,99.9656809581402541,258.9943221969777483,41.4385321615958730,76.3307723371733573,189.1716945184226688,15.5388355957907347,1.4821284136872339,84.4268453623495105,1.6487422933618543,0.0000000000000000,4223.0170976636181877,0.0000000000000000,0.0000000000000000,1.0000272079067678,0.9999102463094198,1.1061586185377390,14.8362021994647275,13.7300435809269885,0.5448322661549333,0.5500409539386160,0.2523941886975445,0.4586813443169743,2.1346157721049752,0.0000000000000000,0.0000000000000000,1.0000700307989152,0.9998122605611981,-1.0764109747593871,15.5125128964444663,16.5889238712038534,0.4329285589113306,0.4301101762385441,0.2213348785897057,0.4120786637249605,1.8734009763809096,0.0000000000000000,0.0000000000000000
5,99.9402309310788297,99.9402309310788297,258.9934984565832110,41.4381568724522964,76.3302305515781114,189.1456113191117652,15.5433223332257384,1.4825037033174717,84.3969085978530842,1.6486091232579074,0.0000000000000000,4223.0170988399131602,0.0000000000000000,0.0000000000000000,1.0000579990616476,0.9998125308880356,1.1155439426221232,14.8397669322994208,13.7242229896772976,0.5448322661549332,0.5500924149919506,0.2524251825243958,0.4587040661381426,2.1347172218475441,0.0000000000000000,0.0000000000000000,1.0001067041201654,0.9996998243456673,-1.0637644251663509,15.5177046486478289,16.5814690738141799,0.4329285589113313,0.4301749727844870,0.2213841721864750,0.4121115095075531,1.8735527282069635,0.0000000000000000,0.0000000000000000
6,99.9180201826900429,99.9180201826900145,258.9972107937322789,41.4379565547826871,76.3303492530808398,189.1235392954545773,15.5478758976498543,1.4827040237012845,84.3701442850401975,1.6484849575919100,0.0000000000000000,4223.0171000473401364,0.0000000000000000,0.0000000000000000,1.0000825322554503,0.9997029046574919,1.1248153334556132,14.8422645152471731,13.7174491817915598,0.5448322661549330,0.5501375005232070,0.2524048142224688,0.4587049143260073,2.1347265835258438,0.0000000000000000,0.0000000000000000,1.0001375947333064,0.9996097952222360,-1.0533769036643790,15.5222385485469694,16.5756154522113484,0.4329285589113301,0.4302336027695974,0.2214233973557739,0.4121392572998147,1.8736775452759713,0.0000000000000000,0.0000000000000000
7,99.8957887849607573,99.8957887849607573,259.0052536275343869,41.4400279162309175,76.3336830507736011,189.1052040305312119,15.5497411326163597,1.4806326630842273,84.3460476523443958,1.6483687449815856,0.0000000000000000,4223.0171010232616027,0.0000000000000000,0.0000000000000000,1.0000547591658941,0.9992900916154728,1.1460938304047801,14.8325820760900111,13.6864882456852310,0.5448322661549331,0.5502432204197689,0.2517500035914649,0.4583700275341555,2.1333112191583545,0.0000000000000000,0.0000000000000000,1.0001245963431413,0.9996481839257167,-1.0552785137956917,15.5241116353548527,16.5793901491505444,0.4329285589113304,0.4303591840727451,0.2214269819353128,0.4121455839772506,1.8737119536551847,0.0000000000000000,0.0000000000000000
8,99.6891445159182155,99.6891445159182155,259.0146789709123141,41.4818104764179338,76.3859107429297239,188.9595970615637555,15.3754884738119006,1.4388501043547914,84.3136560421063024,1.6482596082148750,0.0000000000000000,4223.0171020311918255,0.0000000000000000,0.0000000000000000,0.9976696653150597,0.9902406141767506,1.3635907576803277,13.5943958750323990,12.2308051173520713,0.5448322661549324,0.5346257876579277,0.2424078508669818,0.4514196915518360,2.1037737738582876,0.0000000000000000,0.0217700000000000,0.9976916940565329,1.0013569496589461,-1.3548907615902248,15.4535021901605187,16.8083929517507435,0.4329285589113310,0.4303421980147013,0.2214957930097913,0.4121918910754230,1.8739055553491413,0.0000000000000000,0.0000000000000000
9,99.6621941037589352,99.6621941037589352,258.8491099356974701,41.4813033346948856,76.3690088622928016,188.9128938109494413,15.3781044727381158,1.4393572451792740,84.2840896310208336,1.6481609237916341,0.0000000000000000,4223.0171028942431803,0.0000000000000000,0.0000000000000000,0.9975809320618515,0.9898504398436319,1.3784286673845756,13.5774670539183102,12.1990383865337346,0.5448322661549313,0.5346004842146279,0.2416414055993483,0.4514095603640831,2.1019333684311468,0.0000000000000000,0.0217700000000000,0.9976016965993456,1.0015300564723955,-1.3694728289351801,15.4478207089126087,16.8172935378477888,0.4329285589113298,0.4303208181828260,0.2214901751486615,0.4121829141013842,1.8738812508769327,0.0000000000000000,0.0000000000000000
10,99.6417541519413703,99.6417541519413703,258.6961168029923783,41.4811900437667731,76.3538208715062439,188.8747040054257411,15.3844142861893758,1.4394705387592466,84.2573398657519874,1.6480718045394178,0.0000000000000000,4223.0171035501671213,0.0000000000000000,0.0000000000000000,0.9975546563260436,0.9898284339212337,1.3798669193690625,13.5747463108856046,12.1948793915165421,0.5448322661549336,0.5346098792475957,0.2415845612676252,0.4514142691725181,2.1018329047604425,0.0000000000000000,0.0217700000000000,0.9975729079987131,1.0015578229726130,-1.3701948576384488,15.4457253670365375,16.8159202246749864,0.4329285589113300,0.4303312892453031,0.2214972388124566,0.4121885642262129,1.8739031828366195,0.0000000000000000,0.0000000000000000
11,99.6235164739091772,99.6235164739091772,258.5586421047178192,41.4811100969502036,76.3401952285119023,188.8405423525759375,15.3903591570167215,1.4395504852913352,84.2331573168924592,1.6479913473847723,0.0000000000000000,4223.0171041882949794,0.0000000000000000,0.0000000000000000,0.9975351599316679,0.9898344286833815,1.3802211120671650,13.5731854039041853,12.1929642918370202,0.5448322661549333,0.5346210057208073,0.2415871835685547,0.4514196698662694,2.1018486312031790,0.0000000000000000,0.0217700000000000,0.9975510705103725,1.0015705542525664,-1.3697227440188158,15.4441241823480908,16.8138469263669066,0.4329285589113303,0.4303432312703714,0.2215061034694609,0.4121948317645274,1.8739305686113528,0.0000000000000000,0.0000000000000000
12,99.6070142751037793,99.6070142751037793,258.4353846493282276,41.4810376571296047,76.3279737295140706,188.8097571693297994,15.3957153422424451,1.4396229240985223,84.2112989328613253,1.6479187271912843,0.0000000000000000,4223.0171051427832936,0.0000000000000000,0.0000000000000000,0.9975181970663176,0.9898413048862159,1.3805131346389814,13.5718713704843417,12.1913582358453603,0.5448322661549316,0.5346315222270664,0.2415943876770857,0.4514247596025102,2.1018710737648525,0.0000000000000000,0.0217700000000000,0.9975320484146782,1.0015801871151810,-1.3691253531445273,15.4427427237997730,16.8118680769443003,0.4329285589113306,0.4303545313614547,0.2215146442995674,0.4122007456760328,1.8739568475553903,0.0000000000000000,0.0000000000000000
13,99.5920668133904030,99.5920668133904314,258.3248980745745484,41.4809705054735787,76.3170125423996382,188.7819996203985795,15.4005234906838790,1.4396900741761198,84.1915433227065364,1.6478531961092391,0.0000000000000000,4223.0171057410043431,0.0000000000000000,0.0000000000000000,0.9975032193216075,0.9898470397947060,1.3808210751594583,13.5707191723644875,12.1898980972050293,0.5448322661549329,0.5346412946797940,0.2416014819276194,0.4514294838713764,2.1018924729317607,0.0000000000000000,0.0217700000000000,0.9975152711314078,1.0015880273431534,-1.3685034087141954,15.4415368088982365,16.8100402176124319,0.4329285589113304,0.4303650694141623,0.2215226213473810,0.4122062543225358,1.8739813775441245,0.0000000000000000,0.0000000000000000
