period,rgdp,ngdp,k,lp,rva,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,ex0,im0,exrate0,texrate0,mktpen0,mktpenw0,Z0,tau0,ntb0,rer1,tot1,nx1,ex1,im1,exrate1,texrate1,mktpen1,mktpenw1,Z1,tau1,ntb1
0,2283.6422592371486644,2283.6422538048609567,5585.3689797079605341,893.6590363315100376,1646.1340197039139639,4715.7685313416823192,335.1221369142186290,8.0488185222321853,1948.5201215257470722,38.2100397101571971,0.0000000000000000,97426.0057414371549385,0.0000000000000000,0.0000000000000000,1.0000000023787823,0.9999999841375948,1.0975559122540339,16.6010366456395033,15.5034807333854694,0.0404455581306679,0.0410000014596947,0.1537172135037529,0.2864321734464967,1.5304552388480561,0.0000000000000000,0.0000000000000000,1.0000000040993811,0.9999999831696570,-1.0975531664101226,111.0969841474008888,112.1945373138110114,0.0976467978870242,0.1000000035548237,0.1777091637761589,0.3432575438350177,2.2835519889375608,0.0000000000000000,0.0000000000000000
1,2283.6422597422483705,2283.6422509750905192,5585.3689786368840942,893.6590362616444736,1646.1340195128950654,4715.7685315367461953,335.1221366470605858,8.0488185297415580,1948.5201218086162953,38.2101149740671175,0.0000000000000000,97426.0056171606411226,0.0000000000000000,0.0000000000000000,1.0000000038391119,0.9999999868633987,1.0975558317135281,16.6010367571605926,15.5034809254470645,0.0404455581306678,0.0410000016652475,0.1537172143014915,0.2864321740838194,1.5304552421844166,0.0000000000000000,0.0000000000000000,1.0000000041541968,0.9999999840226043,-1.0975535294192298,111.0969841539256180,112.1945376833448478,0.0976467978870243,0.1000000035318043,0.1777091638633259,0.3432575438488161,2.2835519892543856,0.0000000000000000,0.0000000000000000
2,2283.6422603325404452,2283.6422527050381177,5585.3689778523030327,893.6590362770239153,1646.1340194547030933,4715.7685320519831293,335.1221371626122050,8.0488185430070196,1948.5201220506000936,38.2101917434497480,0.0000000000000000,97426.0056915834575193,0.0000000000000000,0.0000000000000000,1.0000000033400600,0.9999999865255598,1.0975558242921011,16.6010367302399366,15.5034809059478356,0.0404455581306678,0.0410000015734108,0.1537172139327218,0.2864321737326281,1.5304552406926764,0.0000000000000000,0.0000000000000000,1.0000000048283177,0.9999999858611244,-1.0975540445102325,111.0969845215312688,112.1945385660415013,0.0976467978870242,0.1000000037350909,0.1777091641896385,0.3432575441222434,2.2835519909514121,0.0000000000000000,0.0000000000000000
3,2283.6422601964386558,2283.6422602533261852,5585.3689774631047840,893.6590357361596944,1646.1340187522810083,4715.7685306112589387,335.1221376657706514,8.0488184579939261,1948.5201225390164836,38.2102700484429079,0.0000000000000000,97426.0059853920829482,0.0000000000000000,0.0000000000000000,0.9999999999750890,0.9999999864492827,1.0975556066548329,16.6010367867453077,15.5034811800904748,0.0404455581306678,0.0410000009640858,0.1537172115291672,0.2864321714833583,1.5304552305681407,0.0000000000000000,0.0000000000000000,1.0000000029537219,0.9999999825613120,-1.0975534459490035,111.0969849165118859,112.1945383624608894,0.0976467978870245,0.1000000030977252,0.1777091630575912,0.3432575431694195,2.2835519852289243,0.0000000000000000,0.0000000000000000
4,2284.8251121980633798,2286.7997329009176610,5585.3689764727405418,893.6941649486193455,1646.1771574141125711,4717.0151192752127827,335.7839697187648653,8.0136898379349493,1949.3310874048443111,38.2103499196749894,0.0000000000000000,97426.0057860494125634,0.0000000000000000,0.0000000000000000,0.9991365134976864,1.0023063842220865,0.8358961083964580,16.4507876020378099,15.6148914936413519,0.0404455581306677,0.0407044343437420,0.1525823022146372,0.2854696344511798,1.5257232021741869,0.0000000000000000,0.0000000000000000,0.9995709306622989,1.0009418923662832,-1.8584314489992693,110.7636921656382043,112.6221236146374736,0.0976467978870245,0.0997508934235604,0.1772434816368006,0.3428830979588785,2.2812600006756032,0.0000000000000000,0.0000000000000000
5,2284.8669828584743300,2286.7823848239008839,5585.7408214275610590,893.6929902857377783,1646.2122454096790989,4717.1088316609393587,335.8108067947259769,8.0148644882847222,1949.3374501734379010,38.2101134290516811,0.0000000000000000,97426.0058674671599874,0.0000000000000000,0.0000000000000000,0.9991624030436222,1.0023336451986822,0.8369263453845068,16.4513439336347531,15.6144175882502463,0.0404455581306679,0.0407117562192593,0.1525224388439177,0.2854955352329345,1.5255179979784272,0.0000000000000000,0.0000000000000000,0.9995924846103766,1.0009417902858657,-1.8542809614155829,110.7610813679100090,112.6153623293255919,0.0976467978870243,0.0997538547887127,0.1772118022605462,0.3428872976874499,2.2811345563016596,0.0000000000000000,0.0000000000000000
6,2284.9104471140935857,2286.7908379690143192,5586.1258606009050709,893.6925618225864127,1646.2495442172960338,4717.2074040671177499,335.8448896178355199,8.0152929403029436,1949.3417172781773843,38.2098697180430378,0.0000000000000000,97426.0059248713805573,0.0000000000000000,0.0000000000000000,0.9991777162897024,1.0022807202590136,0.8425898912620333,16.4561261725332351,15.6135362812712017,0.0404455581306678,0.0407185045841054,0.1525869540600535,0.2855445669221764,1.5257439707093832,0.0000000000000000,0.0000000000000000,0.9996041226440018,1.0009354129194707,-1.8529161373308227,110.7590761327340232,112.6119922700648459,0.0976467978870242,0.0997545833389295,0.1772056504412638,0.3428846054528180,2.2811092531931072,0.0000000000000000,0.0000000000000000
7,2284.9682054155609876,2286.4039737103889820,5586.5269908047885110,893.6881859340644496,1646.2835741224912454,4717.3154408155196506,335.8306976786702194,8.0196688804886875,1949.3483956961936201,38.2096194637565176,0.0000000000000000,97426.0059975025360473,0.0000000000000000,0.0000000000000000,0.9993720408504634,1.0017718308971115,0.8919370383589271,16.4951914442890946,15.6032544059301674,0.0404455581306678,0.0408106738255187,0.1532307197870018,0.2860228395697816,1.5281100933355403,0.0000000000000000,0.0000000000000000,0.9995811450446942,1.0010203239642779,-1.9063290901634957,110.7184372995980084,112.6247663897615041,0.0976467978870243,0.0998416343419901,0.1771833872756709,0.3428666383357973,2.2809975114129455,0.0000000000000000,0.0000000000000000
8,2284.7619182193325287,2265.2548020138151514,5586.9551264046667711,893.6258836597446589,1646.2491134052995676,4717.0582386629748726,332.6386951804468026,8.0819711141368984,1949.2587233474746427,38.2093615905672763,0.0000000000000000,97426.0060047951556044,0.0000000000000000,0.0000000000000000,1.0086114445881211,0.9959103593628125,1.9777747756160036,17.3426095749491154,15.3648347993331118,0.0404455581306678,0.0425754525358257,0.1596244813361873,0.2914678408758151,1.5550535390506779,0.0000000000000000,0.0000000000000000,0.9994900471540749,1.0027718036709730,-2.6552069859658900,109.6901130612226609,112.3453200471885509,0.0976467978870242,0.0997281898476531,0.1771489662856595,0.3428403305607493,2.2808291412238728,0.0000000000000000,0.0000000000000000
9,2284.6767085569481424,2263.9550685421208982,5587.2409893188987553,893.6229851283328571,1646.2736304587051563,4717.0092523829607671,332.4189660154006560,8.0848696088925340,1949.2151617750005244,38.2091337060886715,0.0000000000000000,97426.0060194424877409,0.0000000000000000,0.0000000000000000,1.0091528494989834,0.9948174701269166,2.0871768728195459,17.4091132636814230,15.3219363908618771,0.0404455581306678,0.0426718496565057,0.1604821419803165,0.2917637895536395,1.5583811297765875,0.0000000000000000,0.0000000000000000,0.9995131153835825,1.0027878694880819,-2.6525035367432395,109.6409605550436339,112.2934640917868734,0.0976467978870245,0.0997300518287607,0.1771558762949023,0.3428480257180863,2.2808651219053844,0.0000000000000000,0.0000000000000000
