period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,rex0,rim0,exrate0,mktpen0,tau0,ntb0,rer1,tot1,nx1,rex1,rim1,exrate1,mktpen1,tau1,ntb1
0,2283.6422616260751965,2283.6422562745833602,4715.7685348981394782,335.1221383274345840,0.0000000000000000,1948.5201232986410105,38.2062940022214619,38.2067652188077460,97426.0058220944192726,0.0000000000000000,0.0000000000000000,1.0000000023434021,0.9999999926585199,1.0975558237086833,16.6010366701165211,15.5034808464078377,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000042218158,0.9999999917493126,-1.0975534440552224,111.0969844906288131,112.1945379346840355,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
1,2283.6422618651258745,2283.6422569618162015,4715.7685350624360581,335.1221384181661165,0.0000000000000000,1948.5201234469595875,38.2062943437175520,38.2067749847627169,97426.0058539048040984,0.0000000000000000,0.0000000000000000,1.0000000021471445,0.9999999928820349,1.0975557827325400,16.6010366537006639,15.5034808709681240,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000040540082,0.9999999919401841,-1.0975536874371699,111.0969844022761635,112.1945380897133333,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
2,2283.6422620899879803,2283.6422575904757650,4715.7685352301914463,335.1221385004566287,0.0000000000000000,1948.5201235895315222,38.2062946919854198,38.2067849459837703,97426.0058833465009229,0.0000000000000000,0.0000000000000000,1.0000000019703228,0.9999999930834192,1.0975557458185161,16.6010366389802080,15.5034808931616919,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000039029002,0.9999999921120588,-1.0975539066032809,111.0969843231919327,112.1945382297952136,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
3,2283.6422623015955651,2283.6422581658771378,4715.7685354000750522,335.1221385751252910,0.0000000000000000,1948.5201237264705014,38.2062950471627332,38.2067951063786779,97426.0059106145781698,0.0000000000000000,0.0000000000000000,1.0000000018110184,0.9999999932648579,1.0975557125653292,16.6010366257841824,15.5034809132188531,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000037668302,0.9999999922668285,-1.0975541039640149,111.0969842524282853,112.1945383563923002,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
4,2283.8609288421807832,2284.3924305835948871,4715.9872019127224121,335.1963084614778836,0.0000000000000000,1948.6646203807026723,38.2062954093898952,38.2068054699333501,97426.0059358863945818,0.0000000000000000,0.0000000000000000,0.9997673334336992,1.0002730800240935,1.0333347726888018,16.5632254896735525,15.5343752041038066,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.9999209175662882,1.0000881281945753,-1.2379200036033495,111.0210160250186817,112.2685374496268764,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
5,2283.6428268679355824,2283.6211945245609058,4715.7798652841038347,335.1208160927942572,0.0000000000000000,1948.5220107751410978,38.2062391177369776,38.2062391177369776,97426.0059593243640848,0.0000000000000000,0.0000000000000000,1.0000094728247388,0.9999889496767315,1.0998221565358861,16.6023062293714396,15.5023021818473765,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000042767956683,0.9999951902023156,-1.0909870861587052,111.1005917922199302,112.1910497581561827,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
6,2283.6426562176170592,2283.6223072943112129,4715.7788567328325371,335.1209561785950655,0.0000000000000000,1948.5217000390216526,38.2062376213593495,38.2062376213593495,97426.0059810757229570,0.0000000000000000,0.0000000000000000,1.0000089108094723,0.9999896012213032,1.0997040256293573,16.6022456085515948,15.5023704225764849,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000039669784355,0.9999955399994616,-1.0914356956253783,111.1003546726346940,112.1912998708875477,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
7,2283.6424906794195522,2283.6232966688785382,4715.7779239002129543,335.1210816499556131,0.0000000000000000,1948.5214090294634843,38.2062362169111225,38.2062362169111225,97426.0060012758622179,0.0000000000000000,0.0000000000000000,1.0000084050686233,0.9999901875057877,1.0995977183510952,16.6021909670780730,15.5024317441997965,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000036878619845,0.9999958551418204,-1.0918398460341194,111.1001404857687334,112.1915246312130279,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
8,2283.6423303599190149,2283.6241756240315226,4715.7770605357072782,335.1211940024546720,0.0000000000000000,1948.5211363574640018,38.2062348984950120,38.2062348984950120,97426.0060200478765182,0.0000000000000000,0.0000000000000000,1.0000079499665775,0.9999907150677928,1.0995020508512230,16.6021417110105389,15.5024868443067412,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000034364046426,0.9999961390619944,-1.0922039422976866,111.0999469883848718,112.1917265797767840,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
9,2283.6421753233221352,2283.6249558046652055,4715.7762609444080226,335.1212945808334212,0.0000000000000000,1948.5208807424883162,38.2062336606404997,38.2062336606404997,97426.0060375044413377,0.0000000000000000,0.0000000000000000,1.0000075404319788,0.9999911897901409,1.0994159577890983,16.6020973056043850,15.5025363503868494,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000032098659342,0.9999963948527684,-1.0925319531674660,111.0997721579487205,112.1919080042434587,1.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000
