period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,rex0,rim0,exrate0,mktpen0,tau0,ntb0,rer1,tot1,nx1,rex1,rim1,exrate1,mktpen1,tau1,ntb1
0,2283.6422628188529416,2283.6422624024917241,4715.7685378773212506,335.1221383150092947,8.2483680815641325,1948.5201245038433626,38.2100180235934559,0.0000000000000000,97426.0060785910900449,0.0000000000000000,0.0000000000000000,1.0000000001823233,0.9999999845129641,1.0975557004195764,16.6010367742028251,15.5034810737832487,0.0410000026943048,0.9648784481851308,0.0000000000000000,0.0000000000000000,1.0000000008256582,0.9999999780813597,-1.0975528951337736,111.0969871644620355,112.1945400595958091,0.1000000243863005,0.9164452239190405,0.0000000000000000,0.0000000000000000
1,2283.6422630999973080,2283.6422632363260163,4715.7685380502953194,335.1221384338039684,8.2483680724552588,1948.5201246661931691,38.2100928525170929,0.0000000000000000,97426.0061159904580563,0.0000000000000000,0.0000000000000000,0.9999999999403018,0.9999999849789483,1.0975556553176187,16.6010367545796704,15.5034810992620518,0.0410000026539721,0.9648784482189070,0.0000000000000000,0.0000000000000000,1.0000000005869838,0.9999999785082441,-1.0975531889722134,111.0969870510564448,112.1945402400286582,0.1000000243092470,0.9164452239811652,0.0000000000000000,0.0000000000000000
2,2283.6422633642077926,2283.6422639977822655,4715.7685382293939256,335.1221385413234657,8.2483680642642341,1948.5201248228840996,38.2101691782574662,0.0000000000000000,97426.0061505678022513,0.0000000000000000,0.0000000000000000,0.9999999997225597,0.9999999853981972,1.0975556147450440,16.6010367370080694,15.5034811222630253,0.0410000026176850,0.9648784482492950,0.0000000000000000,0.0000000000000000,1.0000000003723835,0.9999999788920714,-1.0975534531798559,111.0969869496573068,112.1945404028371627,0.1000000242399648,0.9164452240370243,0.0000000000000000,0.0000000000000000
3,2283.6422636126285397,2283.6422646935629928,4715.7685384128135411,335.1221386386749259,8.2483680568985758,1948.5201249739534433,38.2102470307653235,0.0000000000000000,97426.0061825593002141,0.0000000000000000,0.0000000000000000,0.9999999995266622,0.9999999857753981,1.0975555782473343,16.6010367212779784,15.5034811430306441,0.0410000025850381,0.9648784482766346,0.0000000000000000,0.0000000000000000,1.0000000001794289,0.9999999792371831,-1.0975536907444194,111.0969868590246818,112.1945405497691013,0.1000000241776702,0.9164452240872496,0.0000000000000000,0.0000000000000000
4,2284.8220372575547117,2286.7035691423657227,4717.0117167211383276,335.4957670293167666,8.2134217383941390,1949.3262702282377177,38.2103264405909044,0.0000000000000000,97426.0062121792434482,0.0000000000000000,0.0000000000000000,0.9991771859237892,1.0023446078257590,0.8368191060224017,16.4225252201530196,15.6236509974763411,0.0407116648019665,0.9651199400153098,0.0000000000000000,0.0000000000000000,0.9995864576959723,1.0009585415743822,-1.8571160472861123,110.6357194265320061,112.5985930535000108,0.0997558064922275,0.9166421392338520,0.0000000000000000,0.0000000000000000
5,2284.8599293777388084,2286.7342640436545480,4717.1035630248943562,335.5287994816138735,8.2135714193668807,1949.3311298961252760,38.2100913685815229,0.0000000000000000,97426.0062396225548582,0.0000000000000000,0.0000000000000000,0.9991803443472261,1.0023276022821628,0.8390642373576327,16.4247288532988058,15.6233378349535066,0.0407146519533018,0.9651174379023286,0.0000000000000000,0.0000000000000000,0.9996011069095470,1.0009407098316501,-1.8486669863483627,110.6388059636803973,112.5912364225145410,0.0997561765805741,0.9166418408074114,0.0000000000000000,0.0000000000000000
6,2284.9025072946424189,2286.7722563077954874,4717.2018020095410975,335.5674137300475763,8.2136281349061893,1949.3350935645948994,38.2098496935839691,0.0000000000000000,97426.0062650678446516,0.0000000000000000,0.0000000000000000,0.9991823632598322,1.0023110607684791,0.8413431813657368,16.4270494384869359,15.6231158345486225,0.0407178091091507,0.9651147933957248,0.0000000000000000,0.0000000000000000,0.9996145658305452,1.0009262419865357,-1.8430717076443273,110.6400474306401378,112.5852604968746533,0.0997555339979603,0.9166423589638426,0.0000000000000000,0.0000000000000000
7,2284.9503944948628487,2286.8181966922538777,4717.3077777805519872,335.6122306212776607,8.2135900480618780,1949.3381638735854722,38.2096016348820058,0.0000000000000000,97426.0062886772502679,0.0000000000000000,0.0000000000000000,0.9991832310062545,1.0022947603161270,0.8436902826938901,16.4295239656327325,15.6229841078050047,0.0407211883405272,0.9651119628808522,0.0000000000000000,0.0000000000000000,0.9996269981804717,1.0009150222446281,-1.8403303358479945,110.6394017044600844,112.5806100882053329,0.0997538398903148,0.9166437250346506,0.0000000000000000,0.0000000000000000
8,2284.7347197443332334,2264.5477459744606676,4717.0260404772188849,335.4892211511334494,8.2836366830346204,1949.2454985931999545,38.2093474150963459,0.0000000000000000,97426.0063105990557233,0.0000000000000000,0.0000000000000000,1.0089143511351253,0.9951322555882811,2.0545531287704648,17.6401693014314489,15.4821154905381739,0.0426439526751162,0.9635026327203852,0.0000000000000000,0.0000000000000000,0.9994867843867290,1.0028763205005629,-2.7017744731676885,110.5849842210482592,113.6357427082267009,0.0997179493928568,0.9166726662185196,0.0000000000000000,0.0000000000000000
9,2284.6685081779055508,2263.8943690927962962,4716.9944624567006031,335.4591288575304020,8.2863324832069836,1949.2093793203753194,38.2091244303365158,0.0000000000000000,97426.0063309676770587,0.0000000000000000,0.0000000000000000,1.0091762846220755,0.9946292025761826,2.1036322013226219,17.6688905853170759,15.4525653677597159,0.0426886115649526,0.9634652824323959,0.0000000000000000,0.0000000000000000,0.9995175827448084,1.0028224412278508,-2.6635205441406526,110.6052454898742070,113.6120018152584521,0.0997278589402966,0.9166646753530399,0.0000000000000000,0.0000000000000000
