period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer1,tot1,nx1,rex1,rim1,exrate1,exitrate1,tau1,ntb1,rer2,tot2,nx2,rex2,rim2,exrate2,exitrate2,tau2,ntb2
0,100.0000020632564315,100.0000020632564315,189.2068181007194312,15.5396598202543892,4.4266418112218568,84.4603422430020316,1.6488373254644038,0.0000000000000000,4223.0171099790013614,0.0000000000000000,0.0000000000000000,1.0000000037591332,0.9999999910250054,1.0975557879561642,14.8334537085479408,13.7358979205917766,0.5500000110227271,0.4499999889772853,0.0000000000000000,0.0000000000000000,0.9999999995257705,1.0000000337608166,-1.0975563660986172,15.5034803827500181,16.6010367488486352,0.4299999608444630,0.4500000326548086,0.0000000000000000,0.0000000000000000
1,100.0000020746712863,100.0000020746712863,189.2068181759823631,15.5396598120905800,4.4266418131308871,84.4603422625807099,1.6486930161624977,0.0000000000000000,4223.0171119130336592,0.0000000000000000,0.0000000000000000,1.0000000042823383,0.9999999894591144,1.0975558728639285,14.8334537585199495,13.7358978856560210,0.5500000122482395,0.4499999877517730,0.0000000000000000,0.0000000000000000,1.0000000002571197,1.0000000355023579,-1.0975564054998621,15.5034803577506821,16.6010367632505442,0.4299999568133688,0.4500000282290452,0.0000000000000000,0.0000000000000000
2,100.0000020596336441,100.0000020596336157,189.2068182176727476,15.5396597889571204,4.4266418165641088,84.4603422706765201,1.6485458466879235,0.0000000000000000,4223.0171127063895256,0.0000000000000000,0.0000000000000000,1.0000000044635562,0.9999999888263537,1.0975559057250255,14.8334537776466213,13.7358978719215958,0.5500000125746742,0.4499999874253382,0.0000000000000000,0.0000000000000000,1.0000000006248748,1.0000000351128293,-1.0975563732514111,15.5034803803355707,16.6010367535869818,0.4299999568365564,0.4500000273063782,0.0000000000000000,0.0000000000000000
3,100.0000020421999380,100.0000020421999665,189.2068182512375927,15.5396597658819928,4.4266418195611070,84.4603422763179452,1.6483957608856907,0.0000000000000000,4223.0171132596142343,0.0000000000000000,0.0000000000000000,1.0000000045358255,0.9999999885162439,1.0975559211690875,14.8334537879708446,13.7358978668017571,0.5500000126741076,0.4499999873259048,0.0000000000000000,0.0000000000000000,1.0000000009181609,1.0000000343310120,-1.0975563276769478,15.5034804061851261,16.6010367338620739,0.4299999572996068,0.4500000268181955,0.0000000000000000,0.0000000000000000
4,99.7700404720562659,99.7700404720562943,188.9632613415740252,15.5542949223267044,4.4361146230908659,84.2157455497295615,1.6482427015159351,0.0000000000000000,4223.0171137072229612,0.0000000000000000,0.0000000000000000,1.0001188539877359,0.9986312557873434,1.1710250211793412,14.8619818647497155,13.6717037368242309,0.5508165426457872,0.4491834573542252,0.0000000000000000,0.0000000000000000,1.0001916341697199,0.9983138420789066,-0.9917090957376953,15.5533422427134891,16.5178109054622766,0.4311346142560515,0.4487895950607255,0.0000000000000000,0.0000000000000000
5,99.7692313096714116,99.7692313096714116,188.9649071178433530,15.5556173001981133,4.4355746246140804,84.2136140094732895,1.6481818876273335,0.0000000000000000,4223.0171140809761710,0.0000000000000000,0.0000000000000000,1.0000762503177734,0.9983937279462549,1.1770480709097733,14.8589916246176603,13.6594620956871697,0.5507406559701160,0.4492593440298964,0.0000000000000000,0.0000000000000000,1.0001358897918051,0.9983531670258341,-0.9967200876701376,15.5523550484090265,16.5225181918318818,0.4311926289205449,0.4489814411343327,0.0000000000000000,0.0000000000000000
6,99.7675574250966548,99.7675574250966548,188.9662850282626891,15.5565551944788574,4.4346542865587892,84.2110022306178081,1.6481206947980045,0.0000000000000000,4223.0171143947063683,0.0000000000000000,0.0000000000000000,1.0000087036802587,0.9977404354222129,1.1970000848392122,14.8549295903711247,13.6265654063899913,0.5506426690244576,0.4493573309755549,0.0000000000000000,0.0000000000000000,1.0000713499281859,0.9987040430138855,-1.0157711079046265,15.5478264117743841,16.5428248597705583,0.4310994566507343,0.4490960363863583,0.0000000000000000,0.0000000000000000
7,99.7468295733223016,99.7468295733223016,188.9506326072461206,15.5454949030130312,4.4323266839548285,84.2013346703092651,1.6480593030999298,0.0000000000000000,4223.0171146573256920,0.0000000000000000,0.0000000000000000,0.9997433130669002,0.9955308461659400,1.2642242162509127,14.8399866632803779,13.5145864882181428,0.5503005317885951,0.4496994682114174,0.0000000000000000,0.0000000000000000,0.9998382070509290,0.9997284242076708,-1.0725818219847465,15.5347967077149516,16.6036033363535971,0.4309044552786588,0.4492655705440121,0.0000000000000000,0.0000000000000000
8,99.4631313993109529,99.4631313993109245,188.7986585932516448,15.3719770200283037,4.3407700609540489,84.0911543792826421,1.6480004652440627,0.0000000000000000,4223.0171148756944604,0.0000000000000000,0.0000000000000000,0.9972451659223613,0.9827541115583024,1.5007772356100926,13.4788794862165489,11.8057820864211109,0.5219278394220668,0.4780721605779457,0.0000000000000000,0.0217700000000000,0.9972563478422034,1.0022465633040520,-1.3280032120962044,15.5739324342134342,16.9452006334533323,0.4330657097082738,0.4469384764302768,0.0000000000000000,0.0000000000000000
9,99.4426364597618715,99.4426364597618431,188.7628953778381060,15.3644968771703869,4.3377261968748577,84.0781395825914899,1.6479835601116057,0.0000000000000000,4223.0171150555352142,0.0000000000000000,0.0000000000000000,0.9969368607663113,0.9805732902484451,1.5594405046685456,13.4597149108411447,11.7047261748018467,0.5215180616617041,0.4784819383383093,0.0000000000000000,0.0217700000000000,0.9969565832640974,1.0033984092561565,-1.3932817281485246,15.5579741844324406,17.0144525777192968,0.4329946465286676,0.4474914751177124,0.0000000000000000,0.0000000000000000
